log_id,withdrawal_date,amount_drawn,worker_id,item_code
3008106,2025-08-28,5,10289,ITM-1074
3008107,2024-08-22,2,10140,ITM-1014
3008108,2025-06-07,3,10386,ITM-1070
3008109,2025-04-27,4,10222,ITM-1058
3008110,2025-01-23,2,10038,ITM-1010
3008111,2025-10-05,1,10030,ITM-1021
3008112,2024-08-12,3,10106,ITM-1077
3008113,2025-03-31,4,10187,ITM-1082
3008114,2024-05-03,3,10488,ITM-1059
3008115,2024-11-01,4,10110,ITM-1043
3008116,2025-06-07,3,10408,ITM-1083
3008117,2025-01-25,4,10246,ITM-1076
3008118,2025-04-28,1,10486,ITM-1106
3008119,2026-01-27,5,10503,ITM-1103
3008120,2024-08-14,4,10464,ITM-1028
3008121,2025-08-25,5,10235,ITM-1032
3008122,2025-05-30,5,10276,ITM-1038
3008123,2025-11-03,5,10094,ITM-1021
3008124,2026-01-19,2,10229,ITM-1023
3008125,2024-11-18,1,10124,ITM-1100
3008126,2025-08-11,2,10183,ITM-1064
3008127,2026-03-06,1,10292,ITM-1079
3008128,2024-10-17,5,10428,ITM-1038
3008129,2025-04-20,3,10231,ITM-1055
3008130,2024-06-06,3,10396,ITM-1092
3008131,2025-07-23,3,10304,ITM-1100
3008132,2025-03-07,5,10251,ITM-1061
3008133,2025-10-15,1,10318,ITM-1094
3008134,2024-09-10,3,10270,ITM-1030
3008135,2024-08-13,3,10473,ITM-1009
3008136,2024-08-04,2,10280,ITM-1078
3008137,2024-09-08,4,10334,ITM-1061
3008138,2025-07-18,5,10319,ITM-1018
3008139,2025-02-06,2,10318,ITM-1050
3008140,2025-04-20,4,10422,ITM-1073
3008141,2025-09-02,3,10376,ITM-1076
3008142,2025-01-28,2,10076,ITM-1082
3008143,2025-06-26,4,10179,ITM-1051
3008144,2024-09-28,4,10314,ITM-1088
3008145,2026-01-28,1,10449,ITM-1054
3008146,2025-11-23,4,10287,ITM-1046
3008147,2025-08-10,1,10057,ITM-1011
3008148,2025-11-18,5,10064,ITM-1087
3008149,2024-12-22,4,10223,ITM-1052
3008150,2025-10-17,4,10035,ITM-1056
3008151,2024-06-03,2,10314,ITM-1033
3008152,2024-08-24,3,10063,ITM-1092
3008153,2024-10-29,2,10043,ITM-1041
3008154,2025-02-19,2,10058,ITM-1048
3008155,2026-01-06,3,10131,ITM-1075
3008156,2025-02-06,1,10374,ITM-1001
3008157,2024-08-14,4,10137,ITM-1062
3008158,2025-01-29,1,10379,ITM-1026
3008159,2025-06-04,5,10004,ITM-1042
3008160,2026-01-11,4,10112,ITM-1034
3008161,2024-12-17,1,10396,ITM-1077
3008162,2025-11-06,5,10183,ITM-1044
3008163,2024-07-22,4,10130,ITM-1044
3008164,2025-02-19,4,10170,ITM-1063
3008165,2024-09-27,2,10176,ITM-1049
3008166,2025-11-06,2,10282,ITM-1053
3008167,2025-04-15,1,10250,ITM-1000
3008168,2025-07-29,5,10270,ITM-1092
3008169,2024-08-08,3,10257,ITM-1038
3008170,2024-06-24,2,10301,ITM-1047
3008171,2025-08-06,4,10475,ITM-1029
3008172,2025-01-11,5,10398,ITM-1010
3008173,2025-12-31,1,10502,ITM-1060
3008174,2025-04-29,4,10439,ITM-1090
3008175,2025-07-09,2,10284,ITM-1006
3008176,2024-03-28,3,10428,ITM-1023
3008177,2024-06-20,5,10480,ITM-1064
3008178,2024-09-06,5,10378,ITM-1012
3008179,2026-02-11,2,10408,ITM-1010
3008180,2025-05-10,2,10068,ITM-1015
3008181,2025-04-13,5,10171,ITM-1086
3008182,2025-02-10,2,10358,ITM-1097
3008183,2025-12-11,5,10029,ITM-1081
3008184,2024-06-14,2,10486,ITM-1060
3008185,2025-02-25,4,10305,ITM-1020
3008186,2025-01-09,1,10433,ITM-1038
3008187,2024-06-01,2,10194,ITM-1004
3008188,2024-09-24,5,10441,ITM-1065
3008189,2025-10-25,4,10084,ITM-1054
3008190,2024-04-15,3,10305,ITM-1032
3008191,2024-06-26,1,10251,ITM-1081
3008192,2025-11-02,4,10306,ITM-1006
3008193,2024-05-29,4,10429,ITM-1019
3008194,2025-09-22,1,10482,ITM-1028
3008195,2025-06-01,1,10026,ITM-1027
3008196,2025-08-31,2,10124,ITM-1008
3008197,2025-02-11,3,10467,ITM-1027
3008198,2024-06-23,5,10160,ITM-1108
3008199,2024-12-24,2,10080,ITM-1000
3008200,2025-01-12,3,10275,ITM-1040
3008201,2024-08-01,1,10126,ITM-1089
3008202,2024-11-15,5,10162,ITM-1034
3008203,2026-03-17,1,10103,ITM-1037
3008204,2025-07-06,5,10045,ITM-1069
3008205,2026-02-23,3,10099,ITM-1064
3008206,2025-12-25,1,10439,ITM-1040
3008207,2026-02-02,1,10348,ITM-1062
3008208,2025-01-08,5,10331,ITM-1097
3008209,2024-11-29,2,10289,ITM-1047
3008210,2024-07-17,2,10039,ITM-1072
3008211,2024-08-16,5,10416,ITM-1093
3008212,2024-08-31,1,10364,ITM-1098
3008213,2025-09-09,2,10039,ITM-1002
3008214,2025-08-19,5,10486,ITM-1001
3008215,2024-12-21,5,10258,ITM-1088
3008216,2025-05-17,4,10006,ITM-1047
3008217,2024-12-27,4,10190,ITM-1088
3008218,2025-05-08,1,10005,ITM-1105
3008219,2024-04-20,5,10021,ITM-1040
3008220,2025-08-22,5,10452,ITM-1080
3008221,2024-06-24,5,10118,ITM-1078
3008222,2024-06-22,5,10040,ITM-1041
3008223,2025-06-21,4,10459,ITM-1061
3008224,2025-05-17,5,10066,ITM-1002
3008225,2025-10-14,1,10296,ITM-1002
3008226,2025-04-06,1,10002,ITM-1025
3008227,2024-05-10,1,10493,ITM-1069
3008228,2024-08-26,3,10220,ITM-1005
3008229,2026-01-13,2,10036,ITM-1109
3008230,2024-12-25,1,10229,ITM-1088
3008231,2024-11-30,4,10097,ITM-1045
3008232,2024-11-10,2,10494,ITM-1049
3008233,2024-06-19,2,10043,ITM-1044
3008234,2025-08-07,3,10421,ITM-1044
3008235,2024-06-27,5,10224,ITM-1044
3008236,2024-12-31,2,10077,ITM-1063
3008237,2025-03-19,3,10469,ITM-1023
3008238,2025-04-26,3,10155,ITM-1012
3008239,2025-12-24,1,10233,ITM-1053
3008240,2025-08-05,2,10101,ITM-1070
3008241,2025-10-16,4,10208,ITM-1098
3008242,2024-10-11,1,10372,ITM-1072
3008243,2026-02-08,1,10306,ITM-1038
3008244,2024-10-04,1,10461,ITM-1042
3008245,2025-03-14,5,10455,ITM-1031
3008246,2024-07-08,2,10135,ITM-1093
3008247,2024-10-11,4,10452,ITM-1037
3008248,2025-10-09,2,10142,ITM-1022
3008249,2025-01-16,2,10066,ITM-1052
3008250,2024-05-09,3,10437,ITM-1089
3008251,2024-07-07,1,10229,ITM-1054
3008252,2024-08-02,1,10289,ITM-1078
3008253,2025-07-12,5,10419,ITM-1057
3008254,2025-06-09,4,10373,ITM-1010
3008255,2026-01-30,1,10093,ITM-1065
3008256,2025-09-10,1,10405,ITM-1046
3008257,2025-05-16,4,10431,ITM-1048
3008258,2024-12-24,3,10268,ITM-1083
3008259,2025-07-06,3,10312,ITM-1048
3008260,2025-01-14,3,10393,ITM-1070
3008261,2026-01-12,4,10324,ITM-1017
3008262,2025-08-12,1,10240,ITM-1047
3008263,2025-03-12,3,10173,ITM-1090
3008264,2025-02-09,3,10146,ITM-1034
3008265,2024-12-03,3,10313,ITM-1079
3008266,2025-04-10,2,10026,ITM-1089
3008267,2024-06-06,2,10049,ITM-1018
3008268,2024-08-23,5,10267,ITM-1059
3008269,2024-06-09,4,10275,ITM-1049
3008270,2026-03-03,5,10219,ITM-1084
3008271,2026-02-07,1,10139,ITM-1098
3008272,2026-01-20,1,10424,ITM-1069
3008273,2026-03-11,1,10095,ITM-1033
3008274,2025-11-01,5,10372,ITM-1078
3008275,2024-11-29,1,10274,ITM-1082
3008276,2025-09-17,3,10503,ITM-1084
3008277,2024-12-01,3,10180,ITM-1061
3008278,2025-12-13,3,10475,ITM-1000
3008279,2025-12-27,3,10102,ITM-1045
3008280,2025-09-05,2,10487,ITM-1015
3008281,2024-12-17,2,10437,ITM-1000
3008282,2024-04-06,1,10308,ITM-1018
3008283,2026-02-28,2,10287,ITM-1041
3008284,2025-08-13,2,10470,ITM-1062
3008285,2025-07-25,2,10457,ITM-1070
3008286,2025-01-24,3,10507,ITM-1023
3008287,2025-03-20,2,10010,ITM-1000
3008288,2025-12-18,1,10488,ITM-1086
3008289,2025-01-15,4,10307,ITM-1089
3008290,2024-09-16,3,10087,ITM-1107
3008291,2024-04-05,3,10442,ITM-1043
3008292,2025-06-25,1,10000,ITM-1049
3008293,2025-02-19,3,10252,ITM-1063
3008294,2024-09-06,2,10350,ITM-1005
3008295,2025-08-29,2,10154,ITM-1090
3008296,2025-09-21,5,10450,ITM-1050
3008297,2025-09-13,1,10140,ITM-1103
3008298,2025-10-05,2,10321,ITM-1087
3008299,2024-08-30,4,10205,ITM-1062
3008300,2025-09-06,2,10003,ITM-1007
3008301,2025-05-23,3,10105,ITM-1084
3008302,2025-07-05,1,10091,ITM-1032
3008303,2025-02-06,1,10389,ITM-1065
3008304,2024-10-27,5,10333,ITM-1071
3008305,2025-01-10,1,10177,ITM-1019
3008306,2025-03-16,4,10449,ITM-1043
3008307,2025-05-16,5,10346,ITM-1063
3008308,2024-09-11,4,10214,ITM-1015
3008309,2024-08-12,3,10068,ITM-1093
3008310,2025-10-17,5,10225,ITM-1098
3008311,2024-09-11,2,10080,ITM-1071
3008312,2024-12-31,1,10483,ITM-1020
3008313,2025-03-05,4,10006,ITM-1045
3008314,2024-06-29,2,10116,ITM-1081
3008315,2025-11-03,3,10471,ITM-1003
3008316,2025-04-27,1,10183,ITM-1020
3008317,2025-08-17,5,10328,ITM-1058
3008318,2025-09-30,4,10489,ITM-1020
3008319,2024-07-19,1,10227,ITM-1087
3008320,2025-04-23,2,10385,ITM-1081
3008321,2025-12-07,4,10190,ITM-1015
3008322,2024-10-22,4,10131,ITM-1006
3008323,2024-06-06,4,10077,ITM-1026
3008324,2024-10-21,4,10038,ITM-1092
3008325,2026-03-12,4,10338,ITM-1082
3008326,2026-02-02,1,10487,ITM-1033
3008327,2025-08-04,2,10327,ITM-1060
3008328,2026-01-26,2,10013,ITM-1086
3008329,2025-09-27,4,10481,ITM-1039
3008330,2026-03-07,3,10066,ITM-1042
3008331,2024-04-08,1,10330,ITM-1023
3008332,2024-12-31,1,10220,ITM-1031
3008333,2024-06-16,3,10194,ITM-1097
3008334,2025-03-22,1,10370,ITM-1069
3008335,2024-12-19,5,10349,ITM-1023
3008336,2025-04-23,3,10112,ITM-1033
3008337,2026-01-14,4,10088,ITM-1066
3008338,2026-01-04,2,10234,ITM-1088
3008339,2024-06-03,2,10075,ITM-1038
3008340,2024-04-29,4,10282,ITM-1007
3008341,2024-06-01,3,10191,ITM-1021
3008342,2025-07-12,2,10381,ITM-1065
3008343,2025-03-19,5,10125,ITM-1067
3008344,2025-12-02,3,10120,ITM-1033
3008345,2024-10-20,4,10356,ITM-1039
3008346,2025-10-17,1,10441,ITM-1037
3008347,2025-06-10,5,10342,ITM-1096
3008348,2024-12-08,5,10084,ITM-1075
3008349,2026-01-28,2,10421,ITM-1094
3008350,2024-06-07,4,10100,ITM-1088
3008351,2025-10-29,2,10075,ITM-1045
3008352,2026-02-06,5,10412,ITM-1109
3008353,2024-11-05,3,10377,ITM-1084
3008354,2025-04-27,4,10108,ITM-1069
3008355,2024-09-15,1,10448,ITM-1081
3008356,2025-12-18,1,10266,ITM-1039
3008357,2024-12-24,3,10143,ITM-1032
3008358,2025-02-07,2,10144,ITM-1032
3008359,2025-02-07,1,10386,ITM-1045
3008360,2024-04-03,5,10199,ITM-1058
3008361,2026-01-16,3,10334,ITM-1101
3008362,2025-03-09,1,10005,ITM-1029
3008363,2026-03-16,2,10418,ITM-1059
3008364,2025-05-05,1,10319,ITM-1105
3008365,2025-03-24,3,10083,ITM-1099
3008366,2024-12-31,1,10350,ITM-1015
3008367,2026-02-12,3,10239,ITM-1074
3008368,2026-03-04,5,10474,ITM-1061
3008369,2025-09-13,4,10277,ITM-1043
3008370,2024-04-09,3,10294,ITM-1099
3008371,2025-02-23,5,10255,ITM-1086
3008372,2024-07-26,5,10238,ITM-1053
3008373,2025-03-25,1,10303,ITM-1049
3008374,2025-05-21,5,10160,ITM-1035
3008375,2025-02-11,4,10082,ITM-1053
3008376,2024-12-15,4,10494,ITM-1017
3008377,2024-08-11,3,10101,ITM-1067
3008378,2024-07-24,4,10032,ITM-1036
3008379,2026-01-27,5,10266,ITM-1088
3008380,2025-03-11,3,10085,ITM-1022
3008381,2026-01-21,1,10163,ITM-1072
3008382,2024-08-03,5,10170,ITM-1098
3008383,2025-05-16,1,10031,ITM-1006
3008384,2026-01-25,1,10159,ITM-1080
3008385,2025-09-14,5,10421,ITM-1042
3008386,2024-08-07,2,10233,ITM-1037
3008387,2024-10-14,1,10278,ITM-1101
3008388,2026-03-14,4,10103,ITM-1085
3008389,2024-06-04,5,10298,ITM-1002
3008390,2024-04-03,4,10351,ITM-1001
3008391,2026-01-02,5,10113,ITM-1015
3008392,2024-04-05,1,10303,ITM-1064
3008393,2024-04-09,2,10346,ITM-1063
3008394,2025-08-04,1,10028,ITM-1044
3008395,2024-08-26,3,10116,ITM-1046
3008396,2025-03-28,2,10255,ITM-1051
3008397,2024-07-17,2,10006,ITM-1056
3008398,2024-04-07,2,10066,ITM-1068
3008399,2025-12-17,2,10113,ITM-1013
3008400,2026-03-15,2,10133,ITM-1101
3008401,2024-08-21,5,10273,ITM-1072
3008402,2025-02-07,2,10471,ITM-1043
3008403,2025-05-02,1,10311,ITM-1044
3008404,2025-12-06,1,10450,ITM-1005
3008405,2025-03-21,2,10405,ITM-1036
3008406,2026-01-08,4,10287,ITM-1094
3008407,2024-03-26,5,10211,ITM-1108
3008408,2025-09-27,1,10477,ITM-1011
3008409,2025-08-14,1,10167,ITM-1024
3008410,2025-05-29,2,10474,ITM-1078
3008411,2024-11-10,5,10237,ITM-1040
3008412,2024-09-26,5,10317,ITM-1044
3008413,2025-09-10,4,10491,ITM-1018
3008414,2024-07-25,1,10148,ITM-1048
3008415,2024-08-14,1,10478,ITM-1090
3008416,2025-07-21,1,10238,ITM-1042
3008417,2024-09-27,5,10227,ITM-1043
3008418,2024-07-29,3,10306,ITM-1020
3008419,2024-04-18,5,10189,ITM-1092
3008420,2025-05-11,4,10180,ITM-1077
3008421,2025-08-17,3,10358,ITM-1091
3008422,2025-01-01,3,10483,ITM-1099
3008423,2024-09-24,4,10035,ITM-1089
3008424,2025-04-20,4,10117,ITM-1077
3008425,2024-09-05,2,10043,ITM-1071
3008426,2024-08-23,5,10087,ITM-1060
3008427,2025-05-27,3,10148,ITM-1010
3008428,2025-08-01,5,10342,ITM-1032
3008429,2025-11-19,4,10315,ITM-1016
3008430,2026-03-04,2,10037,ITM-1104
3008431,2026-01-02,5,10210,ITM-1037
3008432,2025-10-12,1,10114,ITM-1080
3008433,2024-12-05,4,10116,ITM-1017
3008434,2025-04-14,4,10243,ITM-1041
3008435,2025-06-14,1,10125,ITM-1016
3008436,2024-04-11,4,10432,ITM-1062
3008437,2026-03-16,3,10256,ITM-1007
3008438,2025-09-01,1,10097,ITM-1090
3008439,2024-07-23,1,10119,ITM-1013
3008440,2024-04-04,1,10206,ITM-1044
3008441,2024-03-24,3,10237,ITM-1076
3008442,2025-09-29,5,10418,ITM-1065
3008443,2024-07-20,3,10256,ITM-1026
3008444,2024-06-14,2,10489,ITM-1058
3008445,2024-06-30,3,10235,ITM-1067
3008446,2025-06-28,2,10260,ITM-1100
3008447,2024-09-16,4,10206,ITM-1012
3008448,2024-09-05,5,10389,ITM-1088
3008449,2024-10-30,4,10053,ITM-1023
3008450,2025-02-05,4,10354,ITM-1018
3008451,2024-05-11,4,10074,ITM-1003
3008452,2025-09-12,5,10085,ITM-1092
3008453,2026-02-09,5,10357,ITM-1034
3008454,2024-04-17,4,10415,ITM-1029
3008455,2025-09-09,4,10220,ITM-1033
3008456,2025-06-06,5,10449,ITM-1054
3008457,2024-10-13,1,10308,ITM-1023
3008458,2025-02-08,1,10085,ITM-1064
3008459,2025-07-24,3,10304,ITM-1034
3008460,2024-11-02,5,10077,ITM-1000
3008461,2025-10-21,2,10184,ITM-1004
3008462,2026-02-24,3,10259,ITM-1043
3008463,2024-07-05,4,10254,ITM-1081
3008464,2025-04-12,5,10476,ITM-1030
3008465,2024-07-03,5,10500,ITM-1026
3008466,2024-12-24,1,10484,ITM-1079
3008467,2024-03-27,3,10251,ITM-1064
3008468,2025-03-06,3,10278,ITM-1061
3008469,2024-05-05,5,10064,ITM-1069
3008470,2024-10-21,5,10469,ITM-1048
3008471,2025-06-05,1,10257,ITM-1040
3008472,2025-10-14,5,10031,ITM-1043
3008473,2025-02-17,3,10220,ITM-1043
3008474,2024-12-09,1,10362,ITM-1102
3008475,2025-11-14,2,10060,ITM-1080
3008476,2025-05-23,5,10246,ITM-1063
3008477,2026-03-03,2,10161,ITM-1060
3008478,2025-10-01,4,10191,ITM-1043
3008479,2026-01-21,3,10061,ITM-1077
3008480,2025-07-07,3,10058,ITM-1052
3008481,2024-09-07,4,10019,ITM-1052
3008482,2024-09-09,5,10185,ITM-1000
3008483,2025-02-23,2,10305,ITM-1032
3008484,2024-05-07,2,10167,ITM-1086
3008485,2025-12-10,1,10243,ITM-1107
3008486,2024-08-23,2,10476,ITM-1105
3008487,2025-06-18,5,10354,ITM-1092
3008488,2025-06-17,2,10348,ITM-1060
3008489,2025-10-06,2,10188,ITM-1108
3008490,2024-12-30,1,10288,ITM-1023
3008491,2025-12-03,2,10204,ITM-1034
3008492,2025-09-07,1,10020,ITM-1091
3008493,2025-05-26,4,10038,ITM-1030
3008494,2025-11-20,4,10310,ITM-1109
3008495,2024-11-18,4,10224,ITM-1041
3008496,2024-09-03,2,10183,ITM-1098
3008497,2024-10-15,1,10383,ITM-1029
3008498,2025-08-21,4,10054,ITM-1087
3008499,2024-04-18,3,10359,ITM-1009
3008500,2026-03-15,2,10005,ITM-1054
3008501,2024-06-26,1,10125,ITM-1080
3008502,2024-05-09,3,10332,ITM-1020
3008503,2025-01-24,1,10437,ITM-1108
3008504,2026-02-19,4,10235,ITM-1042
3008505,2025-12-25,3,10015,ITM-1068
3008506,2024-08-18,1,10495,ITM-1101
3008507,2026-03-18,3,10413,ITM-1045
3008508,2025-10-20,1,10191,ITM-1025
3008509,2024-07-15,2,10059,ITM-1057
3008510,2025-03-14,2,10241,ITM-1085
3008511,2025-05-08,5,10295,ITM-1054
3008512,2024-08-26,3,10431,ITM-1042
3008513,2025-02-06,1,10086,ITM-1079
3008514,2025-10-24,5,10381,ITM-1077
3008515,2024-06-12,5,10385,ITM-1089
3008516,2025-10-02,4,10090,ITM-1092
3008517,2025-05-28,1,10473,ITM-1092
3008518,2024-05-25,2,10456,ITM-1022
3008519,2024-09-19,3,10352,ITM-1021
3008520,2025-12-02,3,10139,ITM-1002
3008521,2024-09-22,5,10463,ITM-1052
3008522,2024-05-12,2,10102,ITM-1012
3008523,2024-07-25,3,10336,ITM-1008
3008524,2025-12-10,5,10328,ITM-1022
3008525,2025-09-29,3,10243,ITM-1015
3008526,2026-02-05,2,10025,ITM-1016
3008527,2024-08-20,5,10090,ITM-1003
3008528,2024-05-01,4,10330,ITM-1035
3008529,2025-10-10,4,10453,ITM-1016
3008530,2024-11-20,5,10298,ITM-1005
3008531,2024-09-07,2,10009,ITM-1058
3008532,2025-10-17,5,10303,ITM-1030
3008533,2025-05-02,5,10487,ITM-1000
3008534,2024-09-06,4,10347,ITM-1068
3008535,2024-11-09,3,10241,ITM-1047
3008536,2025-11-13,3,10292,ITM-1101
3008537,2026-02-20,3,10053,ITM-1104
3008538,2024-05-30,3,10116,ITM-1106
3008539,2025-03-12,2,10152,ITM-1022
3008540,2024-07-03,5,10172,ITM-1045
3008541,2024-08-10,1,10493,ITM-1105
3008542,2024-06-06,1,10063,ITM-1075
3008543,2024-08-14,4,10098,ITM-1109
3008544,2025-06-20,5,10182,ITM-1062
3008545,2024-10-05,3,10042,ITM-1079
3008546,2024-05-13,1,10209,ITM-1077
3008547,2024-11-15,4,10451,ITM-1055
3008548,2025-10-27,2,10325,ITM-1087
3008549,2024-09-19,1,10255,ITM-1046
3008550,2024-05-09,1,10504,ITM-1044
3008551,2024-08-25,3,10034,ITM-1046
3008552,2025-02-24,3,10502,ITM-1064
3008553,2024-11-12,2,10419,ITM-1104
3008554,2024-09-10,1,10502,ITM-1019
3008555,2025-12-27,3,10135,ITM-1038
3008556,2024-11-28,5,10441,ITM-1092
3008557,2025-10-07,5,10272,ITM-1090
3008558,2025-07-28,4,10335,ITM-1060
3008559,2025-05-17,1,10060,ITM-1052
3008560,2026-02-12,1,10081,ITM-1090
3008561,2026-02-23,1,10460,ITM-1100
3008562,2025-10-20,3,10354,ITM-1097
3008563,2025-01-19,3,10274,ITM-1067
3008564,2024-10-31,1,10136,ITM-1019
3008565,2025-01-05,1,10186,ITM-1051
3008566,2025-03-25,2,10360,ITM-1021
3008567,2025-02-02,5,10265,ITM-1050
3008568,2025-05-09,3,10121,ITM-1060
3008569,2025-01-05,2,10404,ITM-1071
3008570,2024-07-11,5,10255,ITM-1045
3008571,2025-11-13,2,10391,ITM-1091
3008572,2026-02-22,5,10103,ITM-1069
3008573,2026-01-18,2,10459,ITM-1028
3008574,2024-08-13,2,10122,ITM-1010
3008575,2025-06-14,2,10007,ITM-1016
3008576,2024-03-22,1,10317,ITM-1026
3008577,2025-01-31,4,10050,ITM-1034
3008578,2025-12-16,1,10478,ITM-1051
3008579,2024-07-12,1,10491,ITM-1024
3008580,2025-04-03,2,10029,ITM-1019
3008581,2025-08-15,3,10227,ITM-1037
3008582,2026-02-18,1,10380,ITM-1027
3008583,2024-04-23,5,10330,ITM-1082
3008584,2024-07-02,3,10049,ITM-1027
3008585,2026-03-08,3,10502,ITM-1003
3008586,2025-09-07,2,10428,ITM-1068
3008587,2025-11-23,2,10496,ITM-1095
3008588,2025-12-26,1,10467,ITM-1109
3008589,2024-04-06,2,10075,ITM-1085
3008590,2025-05-17,5,10468,ITM-1063
3008591,2026-02-23,1,10168,ITM-1092
3008592,2025-09-26,2,10347,ITM-1029
3008593,2024-09-26,4,10327,ITM-1014
3008594,2026-01-12,1,10082,ITM-1060
3008595,2026-02-26,5,10367,ITM-1088
3008596,2025-02-14,3,10405,ITM-1037
3008597,2026-01-20,2,10490,ITM-1053
3008598,2024-05-15,2,10502,ITM-1043
3008599,2024-06-28,5,10041,ITM-1005
3008600,2025-02-27,1,10433,ITM-1061
3008601,2024-11-27,4,10170,ITM-1084
3008602,2024-08-05,4,10388,ITM-1109
3008603,2025-12-01,1,10505,ITM-1009
3008604,2025-05-17,2,10055,ITM-1012
3008605,2025-09-20,5,10109,ITM-1069
3008606,2025-03-14,1,10486,ITM-1071
3008607,2026-03-11,2,10175,ITM-1071
3008608,2024-08-12,4,10501,ITM-1026
3008609,2025-06-06,4,10406,ITM-1058
3008610,2025-05-29,1,10035,ITM-1035
3008611,2025-08-05,4,10270,ITM-1020
3008612,2025-12-21,1,10088,ITM-1036
3008613,2024-04-04,1,10087,ITM-1076
3008614,2025-01-30,4,10026,ITM-1105
3008615,2024-05-12,3,10202,ITM-1084
3008616,2025-05-06,3,10195,ITM-1097
3008617,2025-03-09,1,10158,ITM-1070
3008618,2025-06-29,2,10155,ITM-1104
3008619,2025-04-09,1,10228,ITM-1028
3008620,2025-11-16,3,10374,ITM-1094
3008621,2025-03-27,5,10327,ITM-1009
3008622,2024-08-19,2,10072,ITM-1074
3008623,2024-04-06,1,10234,ITM-1051
3008624,2025-12-26,3,10153,ITM-1073
3008625,2025-09-14,4,10291,ITM-1084
3008626,2025-07-02,1,10111,ITM-1021
3008627,2025-11-07,1,10405,ITM-1054
3008628,2024-09-16,3,10178,ITM-1030
3008629,2025-01-26,5,10430,ITM-1104
3008630,2025-04-10,1,10128,ITM-1096
3008631,2025-09-25,1,10259,ITM-1039
3008632,2024-09-19,1,10318,ITM-1024
3008633,2025-02-23,4,10044,ITM-1021
3008634,2024-10-16,1,10000,ITM-1040
3008635,2025-09-15,1,10116,ITM-1068
3008636,2024-07-28,3,10087,ITM-1059
3008637,2025-02-11,5,10453,ITM-1081
3008638,2024-05-17,1,10326,ITM-1044
3008639,2025-03-01,5,10218,ITM-1023
3008640,2026-01-23,1,10054,ITM-1086
3008641,2024-12-17,5,10037,ITM-1031
3008642,2025-10-05,1,10471,ITM-1070
3008643,2025-08-28,5,10150,ITM-1101
3008644,2024-06-26,1,10077,ITM-1103
3008645,2025-06-23,2,10215,ITM-1046
3008646,2024-08-21,1,10403,ITM-1031
3008647,2025-08-29,3,10050,ITM-1064
3008648,2025-02-05,3,10182,ITM-1029
3008649,2025-05-29,1,10426,ITM-1090
3008650,2026-01-21,3,10300,ITM-1058
3008651,2025-11-12,3,10186,ITM-1098
3008652,2024-10-22,4,10199,ITM-1055
3008653,2025-01-23,4,10029,ITM-1015
3008654,2025-11-18,4,10247,ITM-1109
3008655,2024-05-13,1,10225,ITM-1078
3008656,2025-08-13,5,10455,ITM-1028
3008657,2025-10-06,1,10030,ITM-1009
3008658,2024-12-21,4,10252,ITM-1030
3008659,2025-01-24,4,10089,ITM-1062
3008660,2025-08-24,5,10244,ITM-1071
3008661,2025-06-27,2,10415,ITM-1031
3008662,2025-04-10,4,10229,ITM-1034
3008663,2024-09-13,4,10240,ITM-1058
3008664,2025-04-07,1,10314,ITM-1054
3008665,2026-01-31,5,10068,ITM-1002
3008666,2025-07-11,2,10110,ITM-1055
3008667,2025-02-03,1,10304,ITM-1098
3008668,2024-06-22,5,10001,ITM-1109
3008669,2024-09-05,1,10156,ITM-1095
3008670,2025-01-09,5,10436,ITM-1100
3008671,2025-10-18,3,10230,ITM-1016
3008672,2025-03-17,5,10362,ITM-1002
3008673,2025-10-03,5,10050,ITM-1025
3008674,2024-11-13,4,10237,ITM-1044
3008675,2024-05-14,4,10389,ITM-1078
3008676,2024-09-09,4,10169,ITM-1046
3008677,2025-08-11,3,10045,ITM-1020
3008678,2024-07-22,1,10113,ITM-1006
3008679,2025-01-12,4,10318,ITM-1109
3008680,2024-12-31,5,10361,ITM-1035
3008681,2024-12-08,5,10359,ITM-1099
3008682,2024-06-29,3,10333,ITM-1030
3008683,2024-09-19,4,10428,ITM-1046
3008684,2025-04-17,2,10061,ITM-1095
3008685,2025-03-28,3,10320,ITM-1017
3008686,2025-01-02,5,10340,ITM-1007
3008687,2024-07-23,1,10126,ITM-1094
3008688,2024-08-09,5,10076,ITM-1035
3008689,2025-07-24,2,10146,ITM-1098
3008690,2024-06-27,5,10375,ITM-1029
3008691,2025-04-11,5,10151,ITM-1068
3008692,2024-12-31,2,10108,ITM-1020
3008693,2024-05-26,5,10311,ITM-1091
3008694,2024-09-16,2,10122,ITM-1026
3008695,2024-05-11,4,10399,ITM-1098
3008696,2025-10-27,2,10498,ITM-1106
3008697,2025-02-26,5,10452,ITM-1028
3008698,2024-05-07,1,10095,ITM-1062
3008699,2025-11-04,5,10487,ITM-1056
3008700,2024-08-02,1,10390,ITM-1107
3008701,2025-09-21,5,10026,ITM-1046
3008702,2025-09-28,4,10485,ITM-1089
3008703,2025-10-24,2,10471,ITM-1091
3008704,2024-11-09,5,10498,ITM-1096
3008705,2024-07-28,5,10446,ITM-1038
3008706,2026-01-01,4,10213,ITM-1097
3008707,2024-10-23,4,10256,ITM-1017
3008708,2025-05-21,5,10390,ITM-1098
3008709,2026-01-22,3,10278,ITM-1083
3008710,2025-01-20,4,10147,ITM-1107
3008711,2026-02-03,3,10395,ITM-1106
3008712,2024-11-02,5,10442,ITM-1069
